"catalogue","genus","species","longdec","latdec"
"D58507","Anilios","bituberculatus",141.6408333,-35.6515
"R7106","Anilios","bituberculatus",141.65,-36.33
"D55034","Anilios","bituberculatus",141.6581667,-35.8736667
"D54735","Anilios","bituberculatus",141.6583333,-35.88333333
"D54796","Anilios","bituberculatus",141.6718333,-35.8703333
"D54807","Anilios","bituberculatus",141.68,-35.87
"D53835","Anilios","bituberculatus",141.6836667,-35.869
"D53475","Anilios","bituberculatus",141.6851667,-35.86816667
"D4719","Anilios","bituberculatus",141.7,-34.38
"D58381","Anilios","bituberculatus",141.7166667,-35.706
"D9516","Anilios","bituberculatus",141.73,-35.03
"D61939","Anilios","bituberculatus",141.7581667,-34.1383333
"D61974","Anilios","bituberculatus",141.7846667,-34.1335
"D61947","Anilios","bituberculatus",141.7923333,-34.1205
"D16297","Anilios","bituberculatus",141.83,-35.42
"R7100","Anilios","bituberculatus",141.88,-36.37
"R.152852","Anilios","bituberculatus",141.8983,-29.0558
"D16298","Anilios","bituberculatus",141.98,-35.9
"D12160","Anilios","bituberculatus",142,-34.42
"R.105964","Anilios","bituberculatus",142.02,-29.43
"D61238","Anilios","bituberculatus",142.03,-34.22
"R.150080","Anilios","bituberculatus",142.1225,-34.0503
"D61255","Anilios","bituberculatus",142.13,-34.85
"D61248","Anilios","bituberculatus",142.13,-34.83
"D61246","Anilios","bituberculatus",142.15,-34.9
"D61257","Anilios","bituberculatus",142.15,-35.18
"D8052","Anilios","bituberculatus",142.17,-34.18
"D8404","Anilios","bituberculatus",142.17,-34.23
"D61254","Anilios","bituberculatus",142.18,-35.18
"D74163","Anilios","bituberculatus",142.18,-34.25
"D7891","Anilios","bituberculatus",142.2,-34.47
"D61250","Anilios","bituberculatus",142.22,-34.88
"D48486","Anilios","bituberculatus",142.22,-34.3
"D61236","Anilios","bituberculatus",142.27,-34.57
"D61244","Anilios","bituberculatus",142.27,-34.72
"D61245","Anilios","bituberculatus",142.28,-34.87
"D61237","Anilios","bituberculatus",142.28,-34.8
"D12723","Anilios","bituberculatus",142.28,-34.77
"D59636","Anilios","bituberculatus",142.3,-34.73
"D61549","Anilios","bituberculatus",142.3,-34.87
"R.45540","Anilios","bituberculatus",142.3,-31.28
"R7132","Anilios","bituberculatus",142.32,-35.07
"D61247","Anilios","bituberculatus",142.32,-34.73
"R.14684","Anilios","bituberculatus",142.32,-31.32
"D61264","Anilios","bituberculatus",142.33,-34.78
"J33374","Anilios","bituberculatus",142.3333,-28.6167
"D61739","Anilios","bituberculatus",142.38,-35.58
"D55213","Anilios","bituberculatus",142.42,-36.08
"R7066","Anilios","bituberculatus",142.42,-35.95
"R.1176","Anilios","bituberculatus",142.42,-32.4
"R7076","Anilios","bituberculatus",142.4333333,-35.9333333
"J63651","Anilios","bituberculatus",142.5161,-28.6425
"D61243","Anilios","bituberculatus",142.62,-34.87
"D4263","Anilios","bituberculatus",142.67,-35.68
"R.147451","Anilios","bituberculatus",142.7983,-34.2931
"R.147471","Anilios","bituberculatus",142.8511,-34.2892
"R.147466","Anilios","bituberculatus",142.9489,-34.2022
"R.114431","Anilios","bituberculatus",142.95,-33.72
"R.114471","Anilios","bituberculatus",143.03,-33.72
"D66876","Anilios","bituberculatus",143.07,-35.5
"R.71317","Anilios","bituberculatus",143.12,-33.92
"R.153319","Anilios","bituberculatus",143.2239,-33.1172
"R.41073","Anilios","bituberculatus",143.23,-31.57
"R.40915","Anilios","bituberculatus",143.37,-31.57
"R.162667","Anilios","bituberculatus",143.4417,-30.7531
"D64905","Anilios","bituberculatus",143.5916667,-36.3388333
"R.160474","Anilios","bituberculatus",143.6647,-31.445
"D16296","Anilios","bituberculatus",143.67,-36.02
"D64912","Anilios","bituberculatus",143.8521667,-36.525
"D64923","Anilios","bituberculatus",143.8711667,-36.5205
"R.153047","Anilios","bituberculatus",143.88,-31.43
"D4806","Anilios","bituberculatus",143.95,-35.52
"R7092","Anilios","bituberculatus",144,-35.58
"R.165731","Anilios","bituberculatus",144.0542,-29.8442
"R.11401","Anilios","bituberculatus",144.1,-31.18
"R.123707","Anilios","bituberculatus",144.12,-29.78
"D8550","Anilios","bituberculatus",144.13,-36.05
"R.166792","Anilios","bituberculatus",144.1314,-29.8497
"R.64200","Anilios","bituberculatus",144.15,-29.7
"J33373","Anilios","bituberculatus",144.1667,-28.0833
"R.166810","Anilios","bituberculatus",144.1986,-29.8542
"J33376","Anilios","bituberculatus",144.2167,-28.0833
"R9862","Anilios","bituberculatus",144.2167,-35.8166
"R7060","Anilios","bituberculatus",144.23,-36.08
"R.160480","Anilios","bituberculatus",144.2558,-31.1
"J33372","Anilios","bituberculatus",144.35,-28.1
"J33378","Anilios","bituberculatus",144.3833,-28.65
"R.15193","Anilios","bituberculatus",144.77,-36.12
"R.106943","Anilios","bituberculatus",144.85,-34.5
"R.9457","Anilios","bituberculatus",144.87,-33.87
"R.9608","Anilios","bituberculatus",144.93,-33.47
"R7086","Anilios","bituberculatus",144.95,-35.5333333
"R.155062","Anilios","bituberculatus",144.95,-35.53
"R.972","Anilios","bituberculatus",144.98,-33.47
"R.45516","Anilios","bituberculatus",145,-33.2
"D1892","Anilios","bituberculatus",145.05,-36.32
"J26382","Anilios","bituberculatus",145.1833,-28.1167
"R.162087","Anilios","bituberculatus",145.32,-33.88
"R.177690","Anilios","bituberculatus",145.3812258,-30.278182
"R.156527","Anilios","bituberculatus",145.3828,-32.5742
"R.161793","Anilios","bituberculatus",145.4975,-32.5869
"R.8866","Anilios","bituberculatus",145.53,-33.48
"R177366","Anilios","bituberculatus",145.5333,-32.59
"R.161788","Anilios","bituberculatus",145.55,-35.43
"R.1448","Anilios","bituberculatus",145.57,-35.82
"R.167741","Anilios","bituberculatus",145.7,-33.9
"R.153048","Anilios","bituberculatus",145.7,-34.45
"R7071","Anilios","bituberculatus",145.72,-35.37
"R06661","Anilios","bituberculatus",145.8214,-35.8533
"R.95813","Anilios","bituberculatus",145.88,-29.02
"R.13709","Anilios","bituberculatus",145.88,-27.53
"R.167911","Anilios","bituberculatus",145.9,-30.1
"R06662","Anilios","bituberculatus",145.9239,-35.6883
"R.3796","Anilios","bituberculatus",145.93,-30.08
"R.174316","Anilios","bituberculatus",145.9659033,-34.8951633
"R.144917","Anilios","bituberculatus",146.0058,-32.5756
"R06663","Anilios","bituberculatus",146.0094,-35.8319
"R.95510","Anilios","bituberculatus",146.03,-34.28
"R.4269","Anilios","bituberculatus",146.08,-32.12
"R.151864","Anilios","bituberculatus",146.12,-34.25
"R.177172","Anilios","bituberculatus",146.1524042,-29.2748581
"R.177788","Anilios","bituberculatus",146.1679,-33.0152
"R.161792","Anilios","bituberculatus",146.1892,-32.865
"R.143547","Anilios","bituberculatus",146.2,-33.93
"R.29687","Anilios","bituberculatus",146.2,-33.05
"R06666","Anilios","bituberculatus",146.2214,-35.7967
"R.141047","Anilios","bituberculatus",146.2242,-29.3611
"R.142985","Anilios","bituberculatus",146.2314,-29.3431
"J6048","Anilios","bituberculatus",146.25,-26.4
"R.15497","Anilios","bituberculatus",146.27,-33.85
"R.47401","Anilios","bituberculatus",146.37,-33.3
"R.64198","Anilios","bituberculatus",146.4,-34.55
"R.20741","Anilios","bituberculatus",146.42,-34.6
"R.5110","Anilios","bituberculatus",146.42,-29.62
"R.3551","Anilios","bituberculatus",146.55,-34.75
"R.165277","Anilios","bituberculatus",146.57,-33.63
"R.174335","Anilios","bituberculatus",146.73,-31.75
"R.19658","Anilios","bituberculatus",146.8,-29.98
"R.17910","Anilios","bituberculatus",146.87,-29.97
"R7085","Anilios","bituberculatus",146.98,-36.65
"R.174272","Anilios","bituberculatus",147.0486289,-35.0089347
"R.11732","Anilios","bituberculatus",147.05,-34.78
"R.153050","Anilios","bituberculatus",147.08,-31.05
"R.171060","Anilios","bituberculatus",147.0996,-31.47505
"J69375","Anilios","bituberculatus",147.1181,-28.9972
"R.29731","Anilios","bituberculatus",147.13,-33.13
"R.64057","Anilios","bituberculatus",147.15,-33.08
"R.172238","Anilios","bituberculatus",147.17,-31.53
"R.158471","Anilios","bituberculatus",147.2,-33.92
"R.165547","Anilios","bituberculatus",147.210289,-33.918868
"R.37476","Anilios","bituberculatus",147.37,-35.12
"J7469","Anilios","bituberculatus",147.4833,-28.0333
"R.178100","Anilios","bituberculatus",147.4836,-30.85383
"R.8237","Anilios","bituberculatus",147.52,-34.97
"R.18498","Anilios","bituberculatus",147.58,-34.87
"R.162974","Anilios","bituberculatus",147.6142,-31.2756
"R.162973","Anilios","bituberculatus",147.6514,-31.1883
"R.171160","Anilios","bituberculatus",147.6828,-35.2572
"R.8059","Anilios","bituberculatus",147.7,-30.47
"R.118956","Anilios","bituberculatus",148.18,-33.13
"R.16036","Anilios","bituberculatus",148.25,-32.23
"R.106941","Anilios","bituberculatus",148.265857,-33.955393
"R.155201","Anilios","bituberculatus",148.62,-32.25
"R.27309","Anilios","bituberculatus",148.68,-32.27
"R.27307","Anilios","bituberculatus",148.68,-33.83
"J1915","Anilios","bituberculatus",148.7833,-26.5833
"R.64197","Anilios","bituberculatus",148.95,-32.55
"R.84661","Anilios","bituberculatus",148.97,-30.87
"R.178206","Anilios","bituberculatus",149.0462889,-31.0047964
"R.8869","Anilios","bituberculatus",149.07,-30.95
"R.150872","Anilios","bituberculatus",149.13,-30.88
"R.162077","Anilios","bituberculatus",149.2406,-31.2158
"R.64292","Anilios","bituberculatus",149.6,-31.43
"R.10587","Anilios","bituberculatus",150.13,-31.28
"R.162452","Anilios","bituberculatus",150.3033,-30.5653
"R.127869","Anilios","bituberculatus",150.33,-32.25
"R.11837","Anilios","bituberculatus",150.65,-31.35
"R.15629","Anilios","bituberculatus",150.72,-29.62
"R.128509","Anilios","bituberculatus",150.9,-32.27
"R.10500","Anilios","bituberculatus",151.07,-31.05
"R.64","Anilios","bituberculatus",151.17,-33.87
"R.8304","Anilios","bituberculatus",151.18,-33.8
"R7064","Anilios","bituberculatus",151.2,-29.65
"J58853","Anilios","broomi",143.5667,-14.9667
"J88156","Anilios","broomi",143.6986,-19.2637
"R34888","Anilios","broomi",144.1013333,-14.84966667
"R.2034","Anilios","broomi",144.25,-16.92
"J85331","Anilios","broomi",144.5247,-17.1403
"J90499","Anilios","broomi",144.525,-17.1406
"J53305","Anilios","broomi",144.55,-18.275
"R.10314","Anilios","broomi",144.68,-17.35
"J91857","Anilios","broomi",144.6883,-18.2169
"D14663","Ramphotyphlops","broomi",145.08,-15.42
"R.127958","Anilios","broomi",145.13,-16.53
"J2953","Anilios","broomi",145.2167,-17.3167
"J87805","Anilios","broomi",145.2311,-15.7646
"J46849","Anilios","broomi",145.25,-15.4667
"J85055","Anilios","broomi",145.2617,-16.6489
"R.128848","Anilios","broomi",145.27,-17.73
"J20315","Anilios","broomi",145.3333,-16.6833
"R.17041","Anilios","broomi",145.53,-16.97
"J67603","Anilios","broomi",145.675,-19.4417
"J85788","Anilios","broomi",148.2344,-19.9985
"R14562","Anilios","centralis",132.3166667,-23.8
"R18362","Anilios","centralis",133.1,-23.51666667
"R18360","Anilios","centralis",133.2666667,-23.51666667
"R14361","Anilios","centralis",133.4,-24.01666667
"R56511","Anilios","centralis",133.4056,-26.9892
"R14333","Anilios","centralis",133.4333333,-24
"R51254","Anilios","centralis",133.4667,-27.0025
"R51244","Anilios","centralis",133.47,-27.0203
"R.178142","Anilios","centralis",133.48613,-23.80602
"R34120","Anilios","centralis",133.7166667,-23.7
"R34491","Anilios","centralis",133.7333333,-23.8
"R34052","Anilios","centralis",133.7833333,-23.3
"R.87755","Anilios","centralis",133.82,-23.7
"R34039","Anilios","centralis",133.85,-26.21666667
"R34053","Anilios","centralis",133.85,-23.7
"R05544","Anilios","centralis",133.8666667,-23.7
"R34048","Anilios","centralis",133.8666667,-23.05
"R34041","Anilios","centralis",133.8833333,-23.7
"R34051","Anilios","centralis",133.8833333,-23.76666667
"R52863","Anilios","centralis",134.0417,-26.4872
"R15977","Anilios","centralis",134.15,-22.45
"R14268","Anilios","centralis",134.1833333,-22.35
"D55383","Ramphotyphlops","centralis",134.45,-22.83
"R05459","Anilios","centralis",134.6833333,-23.38333333
"R48409","Anilios","centralis",134.7067,-28.1992
"R14316","Anilios","centralis",134.7166667,-23.5
"R34050","Anilios","centralis",134.95,-23.08333333
"R34038","Anilios","centralis",136.8833333,-23.61666667
"DTD1311","Anilios","chamodracaena",141.72,-13.35
"J51980","Anilios","chamodracaena",141.75,-16.2333
"J91848","Anilios","chamodracaena",141.815,-15.0733
"J31963","Anilios","chamodracaena",141.8167,-12.55
"R.91631","Anilios","chamodracaena",141.87,-12.63
"J39673","Anilios","chamodracaena",141.95,-13.0833
"J67159","Anilios","chamodracaena",141.9847,-12.6181
"J28082","Anilios","chamodracaena",143.4833,-12.9667
"R139102","Anilios","diversus",121.3933,-19.7705
"R139068","Anilios","diversus",121.4481,-19.7977
"R165626","Anilios","diversus",121.4833,-19.25
"R75828","Anilios","diversus",121.5,-19.25
"R88544","Anilios","diversus",122.15,-17.3666
"R168513","Anilios","diversus",122.1503,-17.485
"R168514","Anilios","diversus",122.1703,-17.593
"R169964","Anilios","diversus",122.1917,-17.6033
"J53963","Anilios","diversus",122.2333,-17.9667
"R100441","Anilios","diversus",122.2333,-17.9666
"R179282","Anilios","diversus",122.2764,-17.89081
"R146379","Anilios","diversus",122.6172,-16.8
"R46482","Anilios","diversus",122.6667,-16.9833
"R112993","Anilios","diversus",122.7072,-17.0766
"R112027","Anilios","diversus",122.7167,-17.0597
"R95990","Anilios","diversus",122.7681,-16.6597
"R163489","Anilios","diversus",122.8008,-16.5747
"R54027","Anilios","diversus",122.8833,-18.35
"R46419","Anilios","diversus",122.9,-16.5166
"R177890","Anilios","diversus",123.131095,-18.69694
"R14668","Anilios","diversus",123.6167,-17.3
"R140978","Anilios","diversus",123.6328,-17.4069
"R113052","Anilios","diversus",123.6667,-17.6666
"R10363","Anilios","diversus",124.1667,-18.05
"R152275","Anilios","diversus",124.5281,-18.1472
"R152274","Anilios","diversus",124.5511,-18.1475
"R70680","Anilios","diversus",124.75,-17.4833
"R63244","Anilios","diversus",124.8833,-18.8833
"R163250","Anilios","diversus",124.9319,-17.6708
"R.133184","Anilios","diversus",124.97,-17.42
"R113677","Anilios","diversus",126.0692,-18.7283
"R145287","Anilios","diversus",126.25,-18.9
"R172586","Anilios","diversus",127.1663,-19.2861
"R26636","Anilios","diversus",127.65,-18.2166
"R166605","Anilios","diversus",127.9519,-17.615
"R94377","Anilios","diversus",127.9667,-20.15
"R94488","Anilios","diversus",127.9833,-20.1333
"R165901","Anilios","diversus",127.9894,-17.6586
"R166606","Anilios","diversus",127.9936,-17.655
"R152727","Anilios","diversus",128.3825,-17.6002
"R126054","Anilios","diversus",128.5233,-15.5386
"DTD1325","Ramphotyphlops","diversus",128.63,-21.52
"R10305","Anilios","diversus",128.6833,-15.7
"R12111","Anilios","diversus",128.7,-15.65
"R61350","Anilios","diversus",128.7,-16.2666
"R61351","Anilios","diversus",128.7,-16.2166
"R51126","Anilios","diversus",128.73,-15.77
"R42721","Anilios","diversus",128.7333,-16.2666
"R73777","Anilios","diversus",128.7333,-15.7666
"R34035","Anilios","diversus",128.7666667,-21.58333333
"R101371","Anilios","diversus",128.7667,-15.7833
"R119542","Anilios","diversus",128.7833,-15.7833
"R108805","Anilios","diversus",128.7844,-18.9405
"R119513","Anilios","diversus",128.785,-15.7544
"R110916","Anilios","diversus",128.86,-19.8894
"R157464","Anilios","diversus",128.86,-19.8891
"R157402","Anilios","diversus",128.8658,-19.8986
"R28485","Anilios","diversus",128.8833,-15.4
"R151035","Anilios","diversus",128.9,-16.2166
"R36028","Anilios","diversus",129.0061667,-15.10716667
"R34670","Anilios","diversus",129.0651667,-15.31383333
"R34318","Anilios","diversus",129.2166667,-18.61666667
"R16427","Anilios","diversus",129.9166667,-19.16666667
"R35988","Anilios","diversus",130.2658333,-11.65733333
"R14961","Anilios","diversus",130.2666667,-20.86666667
"R26707","Anilios","diversus",130.2725,-11.6355
"R26713","Anilios","diversus",130.2755,-11.62366667
"R34070","Anilios","diversus",130.2833333,-20.75
"R34643","Anilios","diversus",130.3,-11.58333333
"R26720","Anilios","diversus",130.3021667,-11.60083333
"R24311","Anilios","diversus",130.3515,-15.45333333
"R24310","Anilios","diversus",130.367,-15.48816667
"R26742","Anilios","diversus",130.3765,-11.44183333
"R17865","Anilios","diversus",130.4166667,-20.86666667
"R26740","Anilios","diversus",130.4736667,-11.815
"R24862","Anilios","diversus",130.4833,-15.6833
"R15433","Anilios","diversus",130.4833333,-20.73333333
"R34068","Anilios","diversus",130.5,-20.73333333
"R26734","Anilios","diversus",130.5715,-11.73166667
"R21017","Anilios","diversus",130.6,-13.66666667
"R25577","Anilios","diversus",130.6166667,-16.48333333
"R34071","Anilios","diversus",130.6333333,-20.56666667
"R34726","Anilios","diversus",130.6871667,-13.215
"R26226","Anilios","diversus",130.7671667,-11.80766667
"J2590","Anilios","diversus",130.8333,-12.45
"R12427","Anilios","diversus",130.9,-12.43333333
"R26184","Anilios","diversus",130.9271667,-11.33516667
"R36617","Anilios","diversus",130.934,-14.129
"R26723","Anilios","diversus",130.9431667,-12.5665
"R23141","Anilios","diversus",130.95,-15.6166
"R27832","Anilios","diversus",130.9758333,-15.538
"R27364","Anilios","diversus",130.9833333,-12.7
"R26237","Anilios","diversus",131.0048333,-11.53766667
"R02962","Anilios","diversus",131.0166667,-12.51666667
"R05272","Anilios","diversus",131.05,-12.45
"R26411","Anilios","diversus",131.1178333,-12.54716667
"R26698","Anilios","diversus",131.1533333,-12.387
"R26737","Anilios","diversus",131.1583333,-12.70116667
"R26388","Anilios","diversus",131.1806667,-12.569
"R26400","Anilios","diversus",131.2398333,-12.58216667
"R26401","Anilios","diversus",131.2475,-12.5725
"R27200","Anilios","diversus",131.2666667,-11.73333333
"R27665","Anilios","diversus",131.267,-12.523
"R24443","Anilios","diversus",131.3226667,-14.504
"R27583","Anilios","diversus",131.7021667,-12.72
"R18340","Anilios","diversus",131.7156667,-15.099
"R27310","Anilios","diversus",131.7218333,-12.6455
"R27311","Anilios","diversus",131.7231667,-12.63033333
"R27312","Anilios","diversus",131.75,-12.53333333
"R20761","Anilios","diversus",131.7833333,-12.66666667
"R26219","Anilios","diversus",131.8026667,-12.72216667
"R27521","Anilios","diversus",131.8083333,-12.71866667
"R27547","Anilios","diversus",131.8331667,-12.71666667
"R27530","Anilios","diversus",131.834,-12.72933333
"R34107","Anilios","diversus",131.8666667,-20.3
"R20488","Anilios","diversus",132.0666667,-20.46666667
"R25505","Anilios","diversus",132.2055,-17.29266667
"R26559","Anilios","diversus",132.2561667,-17.17316667
"R03818","Anilios","diversus",132.2666667,-14.46666667
"R26558","Anilios","diversus",132.3045,-17.04116667
"R24281","Anilios","diversus",132.3361667,-12.73516667
"R14014","Anilios","diversus",132.5833333,-23.91666667
"R18836","Anilios","diversus",132.6666667,-19.25
"R29251","Anilios","diversus",132.8333333,-12.66666667
"R27242","Anilios","diversus",132.9,-16.53333333
"R20351","Anilios","diversus",132.9166667,-12.83333333
"R36533","Anilios","diversus",132.9588,-12.4015
"R29656","Anilios","diversus",132.9641667,-14.49466667
"R24280","Anilios","diversus",132.9701667,-12.81983333
"R26942","Anilios","diversus",133.078,-15.9775
"R26937","Anilios","diversus",133.079,-16.07416667
"R34054","Anilios","diversus",133.1333333,-22.58333333
"R27269","Anilios","diversus",133.1833333,-15.46666667
"R26939","Anilios","diversus",133.2121667,-15.86966667
"R27335","Anilios","diversus",133.3166667,-14.28333333
"R25337","Anilios","diversus",133.4451667,-16.64466667
"R25335","Anilios","diversus",133.4511667,-16.63933333
"R25336","Anilios","diversus",133.4556667,-16.636
"R14023","Anilios","diversus",133.4833333,-17.53333333
"R25334","Anilios","diversus",133.5661667,-16.73533333
"R14038","Anilios","diversus",133.6,-17.83333333
"R34055","Anilios","diversus",133.8,-18.31666667
"D5601","Ramphotyphlops","diversus",133.82,-17.77
"D1944","Ramphotyphlops","diversus",133.87,-23.7
"D1961","Ramphotyphlops","diversus",133.88,-21.53
"R34056","Anilios","diversus",134.05,-18.86666667
"R25713","Anilios","diversus",134.0891667,-19.65233333
"R35065","Anilios","diversus",134.132,-14.238
"R15960","Anilios","diversus",134.1833333,-22.35
"R18320","Anilios","diversus",134.1833333,-20.36666667
"R26706","Anilios","diversus",134.2791667,-16.475
"R21495","Anilios","diversus",134.2833,-19.6833
"R15353","Anilios","diversus",134.75,-23.3
"R14312","Anilios","diversus",134.8666667,-23.53333333
"R14346","Anilios","diversus",135.25,-23.96666667
"R14360","Anilios","diversus",135.35,-24.08333333
"R05818","Anilios","diversus",135.4,-19.41666667
"R06428","Anilios","diversus",135.4,-19.43333333
"R14114","Anilios","diversus",135.4166667,-22.53333333
"R20613","Anilios","diversus",135.73,-16.675
"R18123","Anilios","diversus",135.8,-19.83333333
"R18040","Anilios","diversus",135.8333333,-20.73333333
"R27557","Anilios","diversus",136.0405,-22.813
"R20279","Anilios","diversus",136.0833333,-11.76666667
"R18122","Anilios","diversus",136.1,-19.88333333
"R36524","Anilios","diversus",136.13104,-13.47883333
"R36532","Anilios","diversus",136.13921,-13.38866667
"R18127","Anilios","diversus",136.2166667,-20.36666667
"R19058","Anilios","diversus",136.4166667,-11.525
"R19071","Anilios","diversus",136.4166667,-11.51666667
"J64437","Anilios","diversus",136.4167,-20.45
"R35610","Anilios","diversus",136.7666667,-12.18333333
"R20994","Anilios","diversus",136.8166667,-12.45
"R35038","Anilios","diversus",136.8481667,-12.28516667
"R35049","Anilios","diversus",136.8851667,-12.26083333
"R23237","Anilios","diversus",136.9333333,-19.58333333
"R20299","Anilios","diversus",136.9533333,-12.37166667
"R14181","Anilios","diversus",137.0333333,-15.68333333
"R34057","Anilios","diversus",137.1166667,-19.43333333
"R34118","Anilios","diversus",137.35,-24.1
"J85711","Anilios","diversus",138.0861,-18.2325
"J88778","Anilios","diversus",138.1153,-17.52
"R21807","Anilios","diversus",138.1166667,-18.58333333
"R21459","Anilios","diversus",138.1251667,-18.60216667
"R21426","Anilios","diversus",138.1318333,-18.59583333
"J81445","Anilios","diversus",138.2308,-18.4267
"J81444","Anilios","diversus",138.2319,-18.4133
"J85421","Anilios","diversus",138.2344,-23.0164
"J85421","Anilios","diversus",138.2344608,-23.01657653
"J59068","Anilios","diversus",138.25,-23.75
"J31722","Anilios","diversus",138.3,-18.1
"J89505","Anilios","diversus",138.3172,-24.3983
"J54982","Anilios","diversus",138.4,-18.2
"J85715","Anilios","diversus",138.4894,-18.7267
"J83876","Anilios","diversus",138.5208,-18.7597
"J82151","Anilios","diversus",138.7308,-23.2917
"J10716","Anilios","diversus",138.8167,-17.9333
"J47749","Anilios","diversus",138.8167,-16.95
"J47690","Anilios","diversus",138.8333,-17.8667
"J82588","Anilios","diversus",139.415,-20.6736
"R35329","Anilios","diversus",139.4291667,-20.71683333
"J87441","Anilios","diversus",139.4292,-20.7169
"J64473","Anilios","diversus",139.4489,-20.7094
"J64495","Anilios","diversus",139.4575,-20.6592
"J64496","Anilios","diversus",139.4639,-20.6594
"J67378","Anilios","diversus",139.4833,-20.7333
"J87483","Anilios","diversus",139.4833,-20.7167
"J59119","Anilios","diversus",139.6667,-20.8167
"J88127","Anilios","diversus",139.8217,-20.3174
"J68717","Anilios","diversus",139.9167,-21.65
"J77342","Anilios","diversus",140.0333,-20.0333
"J53964","Anilios","diversus",140.2833,-20.3667
"J42793","Anilios","diversus",140.5,-20.7
"J80831","Anilios","diversus",140.6597,-20.5058
"J95529","Anilios","diversus",141.6333,-20.6667
"J59263","Anilios","diversus",141.75,-20.6667
"J2943","Anilios","diversus",147.1167,-26.4167
"R102784","Anilios","endoterus",120.25,-24.593
"R140444","Anilios","endoterus",120.2575,-24.5891
"R102627","Anilios","endoterus",120.325,-24.1047
"R102778","Anilios","endoterus",120.4842,-24.4508
"R102698","Anilios","endoterus",120.5033,-23.8794
"R102696","Anilios","endoterus",120.5217,-23.8883
"R102870","Anilios","endoterus",121.5581,-21.6486
"R102873","Anilios","endoterus",121.5667,-21.6538
"R119925","Anilios","endoterus",121.5833,-21.6666
"R94735","Anilios","endoterus",122.0692,-22.3294
"R137918","Anilios","endoterus",122.2233,-21.7611
"R135147","Anilios","endoterus",122.2667,-22.1833
"R108924","Anilios","endoterus",122.3667,-21.8833
"R129100","Anilios","endoterus",122.5833,-27.4666
"R142882","Anilios","endoterus",122.6633,-23.3513
"R157983","Anilios","endoterus",122.6769,-23.2963
"R114999","Anilios","endoterus",122.7,-28.55
"R173074","Anilios","endoterus",122.8165,-23.2412
"R129101","Anilios","endoterus",122.8464,-27.3641
"R13855","Anilios","endoterus",122.9,-28
"R175961","Anilios","endoterus",123.015624,-27.219481
"R75815","Anilios","endoterus",123.5,-19.5
"R147178","Anilios","endoterus",123.5833,-28.2
"R149898","Anilios","endoterus",123.5856,-28.195
"R147189","Anilios","endoterus",123.6,-28.2333
"R169212","Anilios","endoterus",123.6,-28.2
"R114998","Anilios","endoterus",123.6167,-28.0166
"R156836","Anilios","endoterus",124.3661,-26.7666
"R81466","Anilios","endoterus",124.3667,-26.75
"R82725","Anilios","endoterus",124.3833,-24.4166
"R166724","Anilios","endoterus",124.5139,-29.2691
"R166726","Anilios","endoterus",124.5372,-29.2747
"R.104100","Anilios","endoterus",124.8,-27.02
"R145078","Anilios","endoterus",125.2,-27.1675
"R145081","Anilios","endoterus",125.2028,-27.075
"R145079","Anilios","endoterus",125.2789,-26.9327
"R102982","Anilios","endoterus",125.4089,-21.5383
"R95586","Anilios","endoterus",125.8167,-28.3
"R166050","Anilios","endoterus",125.9656,-28.1075
"R95585","Anilios","endoterus",126.1,-29.3666
"R164298","Anilios","endoterus",126.2178,-24.5172
"R22118","Anilios","endoterus",126.3333,-26.9333
"R163268","Anilios","endoterus",126.3597,-28.3047
"R15147","Anilios","endoterus",126.5833,-26.1333
"R17781","Anilios","endoterus",126.6667,-26.1
"R22026","Anilios","endoterus",126.6667,-26.1333
"R172190","Anilios","endoterus",127.3972,-28.3336
"R172188","Anilios","endoterus",127.5353,-28.3722
"R172185","Anilios","endoterus",127.5386,-28.3725
"R172184","Anilios","endoterus",127.5719,-28.2097
"R133656","Anilios","endoterus",128.2925,-22.4463
"R175199","Anilios","endoterus",128.4198,-22.64073
"R175183","Anilios","endoterus",128.4251,-22.65305
"R62143","Anilios","endoterus",128.4269,-25.8917
"R62115","Anilios","endoterus",128.4378,-25.9353
"R166260","Anilios","endoterus",128.4378,-25.9352
"R62128","Anilios","endoterus",128.4411,-25.9325
"R166255","Anilios","endoterus",128.4494,-25.9325
"R62162","Anilios","endoterus",128.4525,-25.9306
"R166256","Anilios","endoterus",128.4525,-25.9305
"R62095","Anilios","endoterus",128.7097,-24.5594
"R62044","Anilios","endoterus",128.7556,-24.6286
"R166252","Anilios","endoterus",128.7603,-24.7072
"R62054","Anilios","endoterus",128.7628,-24.6964
"R166251","Anilios","endoterus",128.7628,-24.6936
"R166263","Anilios","endoterus",128.7692,-24.8913
"R62183","Anilios","endoterus",128.7789,-24.7825
"R166254","Anilios","endoterus",128.7972,-24.8005
"R62247","Anilios","endoterus",129.0047,-28.5078
"R62259","Anilios","endoterus",129.0103,-28.4628
"R34319","Anilios","endoterus",129.0833333,-21.15
"R62209","Anilios","endoterus",129.1581,-28.5111
"R34087","Anilios","endoterus",129.2166667,-21.01666667
"R70778","Anilios","endoterus",129.53408,-28.82958
"R177631","Anilios","endoterus",129.5342,-28.8292
"R70802","Anilios","endoterus",129.54855,-28.81544
"R56482","Anilios","endoterus",129.7728,-27.0769
"R48729","Anilios","endoterus",129.8392,-27.0292
"R48767","Anilios","endoterus",129.8503,-27.0192
