"catalogue","genus","species","longdec","latdec"
"R.105154","Anilios","unguirostris",141.88,-12.63
"J67277","Anilios","unguirostris",141.9856,-12.6186
"J67276","Anilios","unguirostris",141.9881,-12.6272
"J57479","Anilios","unguirostris",142.7797,-15.4686
"J38221","Anilios","unguirostris",143.5333,-13.95
"J58852","Anilios","unguirostris",143.5667,-14.9667
"J82300","Anilios","unguirostris",144.1658,-19.4128
"J82301","Anilios","unguirostris",144.1842,-19.5253
"J64103","Anilios","unguirostris",144.6833,-17.35
"J53306","Anilios","unguirostris",144.8,-18.1667
"R.113767","Anilios","unguirostris",144.85,-17.97
"J92177","Anilios","unguirostris",144.9569,-18.9531
"J74708","Anilios","unguirostris",145.1578,-21.4183
"R.127953","Anilios","unguirostris",145.23,-17.67
"R.128847","Anilios","unguirostris",145.27,-17.73
"J58642","Anilios","unguirostris",145.3333,-17.0333
"J73342","Anilios","unguirostris",145.5622,-22.3075
"J44502","Anilios","unguirostris",145.5833,-19.9667
"J44497","Anilios","unguirostris",145.9833,-20.2333
"J67488","Anilios","unguirostris",146.455,-19.1239
"J68049","Anilios","unguirostris",146.5456,-23.6031
"J29747","Anilios","unguirostris",146.6333,-23.65
"J81319","Anilios","unguirostris",146.6983,-19.445
"J76119","Anilios","unguirostris",146.7583,-19.2083
"J69668","Anilios","unguirostris",147.2,-24.7992
"J81314","Anilios","unguirostris",147.2336,-20.0789
"J76957","Anilios","unguirostris",147.5142,-22.7117
"J76932","Anilios","unguirostris",147.5217,-22.7167
"J81318","Anilios","unguirostris",147.9119,-21.8208
"J85319","Anilios","unguirostris",147.9224,-21.7705
"J81322","Anilios","unguirostris",148.0344,-21.3484
"J87617","Anilios","unguirostris",148.0689,-21.1987
"J89156","Anilios","unguirostris",148.1275,-21.5981
"J36881","Anilios","unguirostris",148.1667,-23.5167
"J67693","Anilios","unguirostris",150.3333,-23.5167
"J77182","Anilios","unguirostris",150.4897,-23.1664
"J80046","Anilios","unguirostris",150.4922,-23.1658
"R7058","Ramphotyphlops","unguirostris",150.52,-23.38
"J85792","Anilios","unguirostris",150.6177,-24.2484
"J67981","Anilios","unguirostris",151.1517,-23.8019
"R163524","Anilios","vagurima",126.6536,-17.0336
"R8703","Anilios","waitii",114.6167,-28.7666
"R115136","Anilios","waitii",114.6333,-28.65
"R114891","Anilios","waitii",114.6667,-28.7
"R130292","Anilios","waitii",114.6706,-28.5375
"R7924","Anilios","waitii",114.7333,-28.95
"R145181","Anilios","waitii",114.7333,-28.9333
"R97215","Anilios","waitii",114.8333,-29.0333
"R120289","Anilios","waitii",114.9167,-28.8166
"R26048","Anilios","waitii",115,-28.3333
"R26761","Anilios","waitii",115.25,-29.8166
"R33382","Anilios","waitii",115.4333,-29.3166
"R8447","Anilios","waitii",115.5167,-28.5333
"R115123","Anilios","waitii",115.6333,-28.1
"R5192","Anilios","waitii",115.75,-29.5333
"R8613","Anilios","waitii",115.7667,-31.2166
"R7196","Ramphotyphlops","waitii",115.85,-31.95
"R22769","Anilios","waitii",115.85,-28.55
"R403","Anilios","waitii",115.8833,-29.6833
"R78892","Anilios","waitii",115.9,-32.0333
"R151274","Anilios","waitii",115.9167,-31.75
"R143915","Anilios","waitii",115.9197,-30.0622
"R71871","Anilios","waitii",115.95,-32.0333
"R862","Anilios","waitii",115.9667,-32.0333
"R7199","Ramphotyphlops","waitii",115.98,-31.67
"R31994","Anilios","waitii",115.9833,-31.9
"R113321","Anilios","waitii",115.9833,-31.9833
"R143904","Anilios","waitii",115.9833,-30.3713
"R1381","Anilios","waitii",116,-32.0833
"R2443","Anilios","waitii",116,-31.9
"R19659","Anilios","waitii",116,-30.65
"R1554","Anilios","waitii",116.0167,-31.95
"R15118","Anilios","waitii",116.0167,-31.7666
"R67334","Anilios","waitii",116.0167,-32.1666
"R68275","Anilios","waitii",116.0167,-31.8333
"R103312","Anilios","waitii",116.0167,-29.8833
"R13685","Anilios","waitii",116.0333,-31.6666
"R31157","Anilios","waitii",116.0333,-30.45
"R97713","Anilios","waitii",116.0333,-32.1166
"R54485","Anilios","waitii",116.0833,-30.05
"R119239","Anilios","waitii",116.0833,-31.7333
"R24742","Anilios","waitii",116.1,-31.5666
"R31992","Anilios","waitii",116.1167,-31.45
"R8064","Anilios","waitii",116.1667,-29.8666
"R89295","Anilios","waitii",116.2667,-31.8666
"R24795","Anilios","waitii",116.2833,-29.45
"R12020","Anilios","waitii",116.3667,-30.6333
"R48017","Anilios","waitii",116.3667,-30.4833
"R104279","Anilios","waitii",116.4,-30.75
"R7297","Anilios","waitii",116.4667,-32.8
"R26407","Anilios","waitii",116.5,-29.8833
"R89260","Anilios","waitii",116.6167,-30.8166
"R30913","Anilios","waitii",116.6333,-30.1166
"R134381","Anilios","waitii",116.6581,-30.95
"R4319","Anilios","waitii",116.6667,-32.2333
"R4324","Anilios","waitii",116.6667,-33.8333
"R9241","Anilios","waitii",116.6667,-30.2833
"R1743","Anilios","waitii",116.6833,-28.35
"R4246","Anilios","waitii",116.7167,-32.0833
"R10057","Anilios","waitii",116.7167,-30.9
"R8973","Anilios","waitii",116.7667,-31.8833
"R154680","Anilios","waitii",116.8,-31.6333
"R12769","Anilios","waitii",116.8333,-31.3
"R115913","Anilios","waitii",116.8667,-32.0333
"R421","Anilios","waitii",116.8833,-33.0333
"R39070","Anilios","waitii",116.8833,-32.85
"R130549","Anilios","waitii",116.9431,-30.2166
"R3794","Anilios","waitii",116.9667,-32.2166
"R69528","Anilios","waitii",116.9667,-32.8666
"R130112","Anilios","waitii",117.0539,-33.1461
"R9175","Anilios","waitii",117.0833,-32.55
"R32032","Anilios","waitii",117.0833,-30.95
"R62504","Anilios","waitii",117.0833,-32.5333
"R5129","Anilios","waitii",117.1167,-31.9833
"R7105","Anilios","waitii",117.1167,-31.0166
"R69497","Anilios","waitii",117.1167,-30.3666
"R1404","Anilios","waitii",117.1833,-29.1333
"R25901","Anilios","waitii",117.1833,-32.9333
"R73908","Anilios","waitii",117.1833,-32.8166
"R29305","Anilios","waitii",117.2833,-31.6666
"R144088","Anilios","waitii",117.2833,-31.65
"R4625","Anilios","waitii",117.3333,-32.05
"R71225","Anilios","waitii",117.3333,-32.55
"R2484","Anilios","waitii",117.4,-32.0166
"R4992","Anilios","waitii",117.4167,-31.05
"R26410","Anilios","waitii",117.4667,-31.2
"R7172","Ramphotyphlops","waitii",117.55,-34.3
"R13990","Anilios","waitii",117.6833,-30.8
"R24093","Anilios","waitii",117.7167,-31.6333
"R28948","Anilios","waitii",117.7333,-33.3166
"R25595","Anilios","waitii",117.7833,-31.25
"R104975","Anilios","waitii",117.8,-28.9833
"R15119","Anilios","waitii",117.8333,-31.9333
"R5787","Anilios","waitii",117.8667,-31.6166
"R12652","Anilios","waitii",117.8667,-32.3333
"R48403","Anilios","waitii",118.0833,-30.2666
"R114598","Anilios","waitii",118.1,-31.1833
"R68951","Anilios","waitii",118.1333,-22.6166
"R22937","Anilios","waitii",118.15,-32.0666
"R29598","Anilios","waitii",118.15,-31.8833
"R52687","Anilios","waitii",118.15,-22.6
"R52688","Anilios","waitii",118.15,-22.5833
"R3854","Anilios","waitii",118.1833,-31.6666
"R6312","Anilios","waitii",118.2,-31.3
"R1368","Anilios","waitii",118.2833,-31.4833
"R47782","Anilios","waitii",118.3333,-30.3
"R44219","Anilios","waitii",118.3833,-33.1833
"R136565","Anilios","waitii",118.4272,-30.6333
"R134587","Anilios","waitii",118.5472,-32.5113
"R4988","Anilios","waitii",118.7,-31.3
"R31055","Anilios","waitii",118.7167,-32.5
"R134096","Anilios","waitii",118.7564,-31.5963
"R162117","Anilios","waitii",118.7625,-31.1952
"R22885","Anilios","waitii",118.8667,-31.3666
"R165022","Anilios","waitii",118.98,-22.3175
"R136448","Anilios","waitii",119.0667,-28.6166
"R134098","Anilios","waitii",119.0733,-31.7611
"R162207","Anilios","waitii",119.112,-23.3611
"R136679","Anilios","waitii",119.28,-27.6975
"R136815","Anilios","waitii",119.3042,-27.6877
"R54416","Anilios","waitii",119.3333,-32.6166
"R54412","Anilios","waitii",119.35,-32.65
"R31906","Anilios","waitii",119.4,-22.6333
"R136761","Anilios","waitii",119.5697,-27.6133
"R25214","Anilios","waitii",119.5833,-24.75
"R177593","Anilios","waitii",119.69472,-24.02055
"R2228","Anilios","waitii",119.8167,-26.3666
"R110246","Anilios","waitii",119.841,-22.6757
"R1121","Anilios","waitii",119.9167,-27.75
"R135251","Anilios","waitii",119.9167,-26.5833
"R13998","Anilios","waitii",119.95,-22.6166
"R100354","Anilios","waitii",120.2333,-26.7333
"R140445","Anilios","waitii",120.2575,-24.5891
"R30980","Anilios","waitii",120.3833,-27.2833
"R166874","Anilios","waitii",120.4094,-26.9391
"R166685","Anilios","waitii",120.4167,-26.8708
"R30978","Anilios","waitii",120.5333,-27.2833
"R140423","Anilios","waitii",120.5831,-28.3722
"R165310","Anilios","waitii",120.5861,-27.3766
"R172614","Anilios","waitii",120.5872,-26.3216
"R15120","Anilios","waitii",120.65,-27.4
"R110957","Anilios","waitii",120.7867,-27.1894
"R165623","Anilios","waitii",121.05,-30.3666
"R136696","Anilios","waitii",121.1408,-29.923
"R136739","Anilios","waitii",121.2811,-26.235
"R86632","Anilios","waitii",121.2833,-29.1833
"R136323","Anilios","waitii",121.3756,-26.2025
"R448","Anilios","waitii",121.4667,-30.7333
"R136315","Anilios","waitii",121.4975,-26.2702
"R136725","Anilios","waitii",121.5108,-26.2625
"R136741","Anilios","waitii",121.5644,-26.1852
"R69197","Anilios","waitii",121.6569,-27.7847
"R69219","Anilios","waitii",121.6569,-27.7902
"R4205","Anilios","waitii",121.8,-30.75
"R164356","Anilios","waitii",121.8036,-28.8591
"R69527","Anilios","waitii",121.9667,-28.8
"R135604","Anilios","waitii",122.3028,-28.82
"R163164","Anilios","waitii",122.3117,-27.4866
"D1969","Ramphotyphlops","waitii",122.4,-26.63
"R21336","Anilios","waitii",122.4,-28.6333
"R72827","Anilios","waitii",122.4167,-29.3055
"R72818","Anilios","waitii",122.7542,-29.2583
"R151721","Anilios","waitii",122.9,-28
"R32676","Anilios","waitii",123.4167,-30.7333
"R14659","Anilios","waitii",126.5833,-26.1333
"R17780","Anilios","waitii",126.6667,-26.1
"R22027","Anilios","waitii",126.6667,-26.1333
"R.175582","Anilios","wiedii",143.88,-31.43
"R.6588","Anilios","wiedii",144.98,-33.47
"R.15291","Anilios","wiedii",145.93,-30.08
"J36878","Anilios","wiedii",146,-22.2667
"R.13101","Anilios","wiedii",147,-34.13
"J79928","Anilios","wiedii",147.5481,-22.6792
"R.3345","Anilios","wiedii",147.83,-31.7
"R.148867","Anilios","wiedii",148.02,-33.38
"J94903","Anilios","wiedii",148.0247,-23.0933
"J36877","Anilios","wiedii",148.1,-23.5333
"R.157600","Anilios","wiedii",148.1175749,-29.16446591
"R.12761","Anilios","wiedii",148.12,-30.02
"R.167663","Anilios","wiedii",148.18,-32.73
"J12242","Anilios","wiedii",148.3833,-25.75
"R.175568","Anilios","wiedii",148.4,-30.95
"R.64011","Anilios","wiedii",148.45,-31.65
"R.3600","Anilios","wiedii",148.55,-34.03
"R.19388","Anilios","wiedii",148.58,-29.55
"R.160484","Anilios","wiedii",148.62,-32.25
"R.11885","Anilios","wiedii",148.65,-32.75
"J76624","Anilios","wiedii",148.7742,-26.5756
"J76623","Anilios","wiedii",148.7756,-26.5722
"J68693","Anilios","wiedii",148.7833,-26.5833
"R.162493","Anilios","wiedii",148.8322,-32.3978
"J62798","Anilios","wiedii",148.9897,-25.2025
"R.16757","Anilios","wiedii",149,-28.98
"R.8031","Anilios","wiedii",149.05,-21.28
"R.174483","Anilios","wiedii",149.0622961,-30.95104122
"J82146","Anilios","wiedii",149.1608,-26.6217
"R.154152","Anilios","wiedii",149.2675,-29.5297
"R.160482","Anilios","wiedii",149.3883,-29.9706
"R.20758","Anilios","wiedii",149.4,-32.02
"R.69722","Anilios","wiedii",149.53,-31.17
"R.86810","Anilios","wiedii",149.6,-31.43
"R.94785","Anilios","wiedii",149.78,-29.92
"R.173049","Anilios","wiedii",149.7871911,-29.8390064
"J43373","Anilios","wiedii",149.8,-24.1333
"J58951","Anilios","wiedii",149.8,-25.65
"J68759","Anilios","wiedii",149.8292,-22.915
"R.171165","Anilios","wiedii",149.8339717,-29.9318458
"R.153961","Anilios","wiedii",149.841776,-29.488029
"R.11565","Anilios","wiedii",149.85,-29.47
"J68766","Anilios","wiedii",149.8725,-22.9989
"J68742","Anilios","wiedii",149.8964,-22.9856
"J68760","Anilios","wiedii",149.8978,-22.9853
"R.160464","Anilios","wiedii",149.93,-29.93
"J27906","Anilios","wiedii",149.9833,-26.65
"R.175571","Anilios","wiedii",150.05,-30.7
"J11647","Anilios","wiedii",150.05,-26.2667
"R.47517","Anilios","wiedii",150.25,-30.98
"J9535","Anilios","wiedii",150.25,-30.9833
"J34765","Anilios","wiedii",150.25,-27.75
"R.158479","Anilios","wiedii",150.2636,-29.8678
"J8593","Anilios","wiedii",150.3,-28.55
"J85089","Anilios","wiedii",150.3147,-23.0586
"J64611","Anilios","wiedii",150.3333,-23.5167
"J41976","Anilios","wiedii",150.3667,-26.9333
"R.9321","Anilios","wiedii",150.38,-23.65
"J78944","Anilios","wiedii",150.3806,-23.6436
"J13368","Anilios","wiedii",150.4167,-26.65
"R05533","Anilios","wiedii",150.4594,-22.6492
"J79993","Anilios","wiedii",150.4778,-23.2444
"R.11842","Anilios","wiedii",150.55,-32
"R.165760","Anilios","wiedii",150.63,-31.4
"J21219","Anilios","wiedii",150.6333,-26.7333
"R.71171","Anilios","wiedii",150.65,-31.35
"R.7230","Anilios","wiedii",150.67,-31.65
"R.13352","Anilios","wiedii",150.68,-31.5
"R.129327","Anilios","wiedii",150.72,-30.75
"R.144685","Anilios","wiedii",150.75,-29.93
"R.165243","Anilios","wiedii",150.7531,-29.9294
"R.155976","Anilios","wiedii",150.87,-32.05
"R.128508","Anilios","wiedii",150.9,-32.27
"R.162454","Anilios","wiedii",150.9239,-29.5039
"R.27311","Anilios","wiedii",150.93,-31.1
"R.20999","Anilios","wiedii",150.93,-31.08
"R.15328","Anilios","wiedii",150.93,-29.47
"J8301","Anilios","wiedii",150.9333,-31.0833
"R.89107","Anilios","wiedii",150.95,-32.53
"R.95338","Anilios","wiedii",150.9622,-29.8994
"R.158484","Anilios","wiedii",150.9967,-29.1161
"R.47280","Anilios","wiedii",151,-32.73
"R.95345","Anilios","wiedii",151.05,-31.2
"R.107993","Anilios","wiedii",151.07,-33.83
"J10929","Anilios","wiedii",151.0833,-28.4167
"J68022","Anilios","wiedii",151.1078,-23.7425
"J68006","Anilios","wiedii",151.1089,-23.7472
"J69234","Anilios","wiedii",151.1092,-23.7472
"J68015","Anilios","wiedii",151.1144,-23.7544
"J69267","Anilios","wiedii",151.115,-23.7542
"J2197","Anilios","wiedii",151.1167,-25.3667
"R.71311","Anilios","wiedii",151.12,-29.77
"R.6344","Anilios","wiedii",151.12,-25.37
"R.91887","Anilios","wiedii",151.13,-31.4
"R.8427","Anilios","wiedii",151.13,-32.5
"J67980","Anilios","wiedii",151.1517,-23.8019
"R.45484","Anilios","wiedii",151.17,-32.57
"J3863","Anilios","wiedii",151.2,-24.8
"J75954","Anilios","wiedii",151.2106,-23.9942
"R.184608","Anilios","wiedii",151.2407953,-29.8915028
"J3368","Anilios","wiedii",151.25,-27.1833
"J49941","Anilios","wiedii",151.25,-26.3333
"J69212","Anilios","wiedii",151.3083,-24.075
"J9046","Anilios","wiedii",151.3167,-27.2
"J73525","Anilios","wiedii",151.3178,-24.0333
"R.84385","Anilios","wiedii",151.35,-32.83
"J7181","Anilios","wiedii",151.35,-26.8667
"J2730","Anilios","wiedii",151.4167,-27.8
"R.12587","Anilios","wiedii",151.45,-27.08
"R.12581","Anilios","wiedii",151.45,-26.93
"J8594","Anilios","wiedii",151.45,-28.1
"J2920","Anilios","wiedii",151.5,-27.3
"J7156","Anilios","wiedii",151.5333,-27.7167
"J27521","Anilios","wiedii",151.5667,-26.85
"R.12244","Anilios","wiedii",151.57,-26.85
"J79227","Anilios","wiedii",151.5706,-28.9239
"J6839","Anilios","wiedii",151.5833,-28.0167
"J3578","Anilios","wiedii",151.65,-25.1833
"J2115","Anilios","wiedii",151.7167,-27.4333
"J5250","Anilios","wiedii",151.8167,-26.6667
"J3218","Anilios","wiedii",151.8333,-27.4333
"J8736","Anilios","wiedii",151.8333,-26.9833
"J6884","Anilios","wiedii",151.9,-27.85
"J10968","Anilios","wiedii",151.9,-27.9667
"J84137","Anilios","wiedii",151.9019,-26.7344
"J4134","Anilios","wiedii",151.95,-26.25
"J4677","Anilios","wiedii",151.95,-27.7833
"J12349","Anilios","wiedii",151.9667,-26.8333
"J25081","Anilios","wiedii",151.9833,-28.0333
"R.178264","Anilios","wiedii",152.02,-24.65
"J8136","Anilios","wiedii",152.0333,-28.2167
"J4126","Anilios","wiedii",152.05,-27.8667
"R.12731","Anilios","wiedii",152.07,-26.18
"J10239","Anilios","wiedii",152.1667,-27.6667
"J63399","Anilios","wiedii",152.1703,-25.1583
"J13462","Anilios","wiedii",152.1833,-28.0833
"J56459","Anilios","wiedii",152.1833,-27.6333
"J59020","Anilios","wiedii",152.25,-25.1667
"J84977","Anilios","wiedii",152.3111,-27.4692
"J56192","Anilios","wiedii",152.3167,-26.8667
"J94261","Anilios","wiedii",152.3167,-28.1333
"J3207","Anilios","wiedii",152.35,-24.8667
"J5786","Anilios","wiedii",152.3667,-26.9667
"J43757","Anilios","wiedii",152.3833,-27.0833
"J36982","Anilios","wiedii",152.4,-27.6333
"J72959","Anilios","wiedii",152.4167,-27.5667
"J81358","Anilios","wiedii",152.4244,-27.5434
"J17632","Anilios","wiedii",152.45,-26.9667
"J28675","Anilios","wiedii",152.45,-27.05
"J10249","Anilios","wiedii",152.55,-25.8333
"J47964","Anilios","wiedii",152.5667,-26
"J76002","Anilios","wiedii",152.57,-25.51
"J6627","Anilios","wiedii",152.6667,-26.1833
"J67561","Anilios","wiedii",152.6778,-27.4889
"J87304","Anilios","wiedii",152.6788,-26.1862
"J36914","Anilios","wiedii",152.7,-26.55
"R.7123","Anilios","wiedii",152.77,-29.58
"J1235","Anilios","wiedii",152.7833,-27.6167
"J23965","Anilios","wiedii",152.85,-27.6
"J84833","Anilios","wiedii",152.8511,-27.4651
"J6383","Anilios","wiedii",152.8667,-27.4
"R.12869","Anilios","wiedii",152.88,-28.68
"J7195","Anilios","wiedii",152.8833,-27.4667
"J13395","Anilios","wiedii",152.9,-27.4833
"J13184","Anilios","wiedii",152.9167,-27.5
"R7097","Ramphotyphlops","wiedii",152.93,-29.68
"R.130480","Anilios","wiedii",152.93,-29.72
"J83353","Anilios","wiedii",152.9344,-27.2317
"J91298","Anilios","wiedii",152.9492,-27.4439
"J22670","Anilios","wiedii",152.95,-27.45
"J2432","Anilios","wiedii",152.9667,-27.55
"J5579","Anilios","wiedii",152.9667,-27.5
"J2130","Anilios","wiedii",152.9833,-27.55
"R.161843","Anilios","wiedii",152.986115,-28.767707
"J890","Anilios","wiedii",153,-27.4333
"J6416","Anilios","wiedii",153,-27.3167
"J7441","Anilios","wiedii",153,-27.9833
"J23961","Anilios","wiedii",153,-27.2833
"J7804","Anilios","wiedii",153.0333,-27.8333
"R.17714","Anilios","wiedii",153.05,-28.87
"J2948","Anilios","wiedii",153.05,-27.4333
"J5665","Anilios","wiedii",153.0667,-27.6
"R.66806","Anilios","wiedii",153.1,-29.5
"J4669","Anilios","wiedii",153.1,-27.4667
"J82098","Anilios","wiedii",153.1511,-27.5984
"J5473","Anilios","wiedii",153.2167,-27.5
"J23329","Anilios","wiedii",153.2333,-27.6333
"J8693","Anilios","wiedii",153.35,-27.5
"R26839","Anilios","yampiensis",123.754,-16.1449
"R16855","Anilios","yirrikalae",130.9333333,-12.43333333
"R13936","Anilios","yirrikalae",132.1,-13.41666667
"R16853","Anilios","yirrikalae",132.2666667,-13.38333333
"R.12889","Anilios","yirrikalae",132.27,-14.47
"R.12381","Typhlops","yirrikalae",136.88,-12.25
"R14447","Anilios","yirrikalae",137.0666667,-17.31666667
"J85695","Anilios","yirrikalae",138.4853,-18.7025
"140823","Anilios","yirrikalae",137.128182,-17.343546
"300377","Anilios","yirrikalae",135.051189,-14.898565
"1150907","Anilios","yirrikalae",135.07188,-14.89696
"1142543","Anilios","yirrikalae",132.10118,-13.41859
"140824","Anilios","yirrikalae",132.101208,-13.415254
"1135559","Anilios","yirrikalae",132.27118,-13.37859
"1187669","Anilios","yirrikalae",136.849667,-12.283718
